model,beta,minimax,run,epochs,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,train_acc_toagg
cdibhigher,0.01,5,1,166,-0.5903973235650496,5.12378120803833,0.4662,0.9946888888888888
cdibhigher,0.01,5,1,167,-0.5925462581981312,5.124299580383301,0.468,0.9945555555555555
cdibhigher,0.01,5,1,168,-0.592336856694655,5.123898474884033,0.4658,0.9948888888888889
cdibhigher,0.01,5,1,169,-0.5936052542252974,5.139915007781982,0.4654,0.9947333333333334
cdibhigher,0.01,5,1,170,-0.592349539973519,5.1262318214416505,0.467,0.9944666666666667
cdibhigher,0.01,5,1,171,-0.593893495906483,5.086556527709961,0.467,0.9944666666666667
cdibhigher,0.01,5,1,172,-0.5940592318101363,5.135234368133545,0.4644,0.9945333333333334
cdibhigher,0.01,5,1,173,-0.5959439490318298,5.10143889541626,0.4676,0.9945555555555555
cdibhigher,0.01,5,1,174,-0.5937181076743386,5.119029104614258,0.466,0.9944666666666667
cdibhigher,0.01,5,1,175,-0.5923124199867249,5.1494495323181155,0.466,0.9944888888888889
cdibhigher,0.01,5,1,176,-0.5936750659335743,5.12892900466919,0.4666,0.9945555555555555
cdibhigher,0.01,5,1,177,-0.5930221101717515,5.119981441497803,0.4666,0.9943555555555555
cdibhigher,0.01,5,1,178,-0.5947518034241416,5.11107339553833,0.4642,0.9948666666666667
cdibhigher,0.01,5,1,179,-0.5958825607213107,5.1260142951965335,0.4646,0.9945111111111111
cdibhigher,0.01,5,1,180,-0.5962871242349798,5.12209655380249,0.4666,0.9945333333333334
cdibhigher,0.01,5,1,181,-0.5965697703795,5.160288070678711,0.4632,0.9942444444444445
cdibhigher,0.01,5,1,182,-0.5951907861449501,5.139254364013672,0.465,0.9943777777777778
cdibhigher,0.01,5,1,183,-0.596506526816975,5.108860234832764,0.4666,0.9938
cdibhigher,0.01,5,1,184,-0.5963558093244379,5.140585820770264,0.4636,0.9944
cdibhigher,0.01,5,1,185,-0.596200892496109,5.150151030731201,0.4634,0.9943555555555555
cdibhigher,0.01,5,1,186,-0.5956200991673903,5.13083321685791,0.466,0.9940666666666667
cdibhigher,0.01,5,1,187,-0.5949184997731989,5.137588845825196,0.4666,0.9941555555555556
cdibhigher,0.01,5,1,188,-0.5949135367740285,5.14509924621582,0.467,0.9944
cdibhigher,0.01,5,1,189,-0.5958356528022073,5.144264961242675,0.4642,0.9945333333333334
cdibhigher,0.01,5,1,190,-0.5979967973665757,5.149074759674073,0.464,0.9944444444444445
cdibhigher,0.01,5,1,191,-0.596182698579268,5.1230249671936035,0.4652,0.9943333333333333
cdibhigher,0.01,5,1,192,-0.5978343550118533,5.120103668212891,0.4668,0.9945333333333334
cdibhigher,0.01,5,1,193,-0.5955112521084872,5.1554665306091305,0.4628,0.9940444444444444
cdibhigher,0.01,5,1,194,-0.5965849426139485,5.1060318161010745,0.4656,0.9940444444444444
cdibhigher,0.01,5,1,195,-0.5974969221028414,5.129952764892578,0.4654,0.9944666666666667
cdibhigher,0.01,5,1,196,-0.5963014588962902,5.127439678192139,0.4648,0.9938
cdibhigher,0.01,5,1,197,-0.5987146676366979,5.153400171661377,0.4634,0.9944222222222222
cdibhigher,0.01,5,1,198,-0.5989970194556496,5.151304750823974,0.4668,0.9941777777777778
cdibhigher,0.01,5,1,199,-0.5975296636321328,5.150911938476563,0.4678,0.9947333333333334
cdibhigher,0.01,10,1,0,1.1137010627746582,1.5413568912506104,0.4646,0.4726888888888889
cdibhigher,0.01,10,1,1,0.45126526027592745,1.4816958946228027,0.5002,0.8063777777777777
cdibhigher,0.01,10,1,2,0.21145858030969447,1.5361671442031861,0.5124,0.9024222222222222
cdibhigher,0.01,10,1,3,0.08949847479408438,1.618650747871399,0.5184,0.9368444444444445
cdibhigher,0.01,10,1,4,0.014288399509950117,1.707855467414856,0.5176,0.9566222222222223
cdibhigher,0.01,10,1,5,-0.03760648770494895,1.8006291469573974,0.516,0.9667333333333333
cdibhigher,0.01,10,1,6,-0.07492424241358583,1.8952452518463134,0.5174,0.9730666666666666
cdibhigher,0.01,10,1,7,-0.10642174385677684,1.9962178798675536,0.518,0.9775555555555555
cdibhigher,0.01,10,1,8,-0.13228366044868123,2.073081161880493,0.5136,0.9808666666666667
cdibhigher,0.01,10,1,9,-0.1521800343838605,2.1660595191955565,0.5152,0.9824
cdibhigher,0.01,10,1,10,-0.17375624746192586,2.2821738109588625,0.518,0.9850444444444444
cdibhigher,0.01,10,1,11,-0.19129463277730074,2.356979872894287,0.5154,0.9859333333333333
cdibhigher,0.01,10,1,12,-0.2073683314366774,2.4409551616668703,0.5168,0.9865777777777778
cdibhigher,0.01,10,1,13,-0.22248356932726773,2.5662438247680663,0.5124,0.9883333333333333
cdibhigher,0.01,10,1,14,-0.23708177254416726,2.613406772994995,0.5116,0.9886444444444444
cdibhigher,0.01,10,1,15,-0.25067493058768187,2.723985724258423,0.5124,0.9891111111111112
cdibhigher,0.01,10,1,16,-0.2634845516031439,2.797273027038574,0.5124,0.9895111111111111
cdibhigher,0.01,10,1,17,-0.27608381957574324,2.877733660888672,0.5122,0.9902888888888889
cdibhigher,0.01,10,1,18,-0.28811204642816024,2.9542570236206056,0.5122,0.9905111111111111
cdibhigher,0.01,10,1,19,-0.29820985117825594,3.021236109161377,0.5124,0.9904
cdibhigher,0.01,10,1,20,-0.3099559846401215,3.0669369720458985,0.512,0.9912444444444445
cdibhigher,0.01,10,1,21,-0.32027062848698007,3.171657669067383,0.5098,0.9921555555555556
cdibhigher,0.01,10,1,22,-0.32988135779554195,3.204828012084961,0.5112,0.9919777777777777
cdibhigher,0.01,10,1,23,-0.33862397829402574,3.275833608627319,0.5086,0.9917333333333334
cdibhigher,0.01,10,1,24,-0.34721357192993163,3.3544426830291747,0.51,0.9920666666666667
cdibhigher,0.01,10,1,25,-0.356277286715941,3.3879302623748777,0.5092,0.9919777777777777
cdibhigher,0.01,10,1,26,-0.3656681716398759,3.4405485137939453,0.5084,0.9922444444444445
cdibhigher,0.01,10,1,27,-0.3734754096334631,3.500622706604004,0.5094,0.9922666666666666
cdibhigher,0.01,10,1,28,-0.3810095893426375,3.5394655254364014,0.507,0.9928888888888889
cdibhigher,0.01,10,1,29,-0.3889101431022991,3.5903644969940185,0.5058,0.9930444444444444
cdibhigher,0.01,10,1,30,-0.394034614610672,3.6172845623016356,0.508,0.9924666666666667
cdibhigher,0.01,10,1,31,-0.4016444294669411,3.670763577270508,0.5056,0.9924666666666667
cdibhigher,0.01,10,1,32,-0.40822580378272316,3.7149002883911133,0.5062,0.993
cdibhigher,0.01,10,1,33,-0.4145820284583352,3.785199659729004,0.506,0.9931777777777778
cdibhigher,0.01,10,1,34,-0.4216269882592288,3.789348980712891,0.5058,0.9932222222222222
cdibhigher,0.01,10,1,35,-0.42737734951539474,3.8186117195129397,0.506,0.9928222222222223
cdibhigher,0.01,10,1,36,-0.43365676118243823,3.858627615356445,0.505,0.9929111111111111
cdibhigher,0.01,10,1,37,-0.436837166075273,3.90461223526001,0.5046,0.9936888888888888
cdibhigher,0.01,10,1,38,-0.4428257014274597,3.9363340896606447,0.5032,0.9930666666666667
cdibhigher,0.01,10,1,39,-0.4472679223017259,3.947555335998535,0.5046,0.9933111111111111
cdibhigher,0.01,10,1,40,-0.4534017545960166,3.978329680633545,0.5028,0.9934
cdibhigher,0.01,10,1,41,-0.45866643388921563,4.0178562446594235,0.5032,0.9928666666666667
cdibhigher,0.01,10,1,42,-0.46274037794633344,4.034145417022705,0.5052,0.9931555555555556
cdibhigher,0.01,10,1,43,-0.46724862526980315,4.047888605499268,0.502,0.9936666666666667
cdibhigher,0.01,10,1,44,-0.47220955775867807,4.074760050201416,0.502,0.9935777777777778
cdibhigher,0.01,10,1,45,-0.4756168576413935,4.125478578948974,0.503,0.9935111111111111
cdibhigher,0.01,10,1,46,-0.47997173183614555,4.141600610351563,0.5012,0.9934222222222222
cdibhigher,0.01,10,1,47,-0.48369745389764957,4.177994561004638,0.5006,0.9932666666666666
cdibhigher,0.01,10,1,48,-0.4875424994988875,4.189696027374268,0.502,0.9933777777777778
cdibhigher,0.01,10,1,49,-0.49229223509701814,4.202056102752685,0.499,0.9937333333333334
cdibhigher,0.01,10,1,50,-0.49488199178088793,4.236926193237305,0.4998,0.9931777777777778
cdibhigher,0.01,10,1,51,-0.49932830815748735,4.2215060607910155,0.5004,0.9933777777777778
cdibhigher,0.01,10,1,52,-0.5012021794405851,4.227042842102051,0.5012,0.9933111111111111
cdibhigher,0.01,10,1,53,-0.5049579320820895,4.259045204925537,0.5004,0.9938666666666667
cdibhigher,0.01,10,1,54,-0.5086546530116688,4.294099387359619,0.501,0.9936
cdibhigher,0.01,10,1,55,-0.5121658664269881,4.283945471954346,0.4986,0.9937777777777778
cdibhigher,0.01,10,1,56,-0.513426959956776,4.310547289276123,0.4998,0.9934888888888889
cdibhigher,0.01,10,1,57,-0.5178380249977111,4.3244738899230954,0.5,0.9935111111111111
cdibhigher,0.01,10,1,58,-0.5199639158162204,4.370466204071045,0.499,0.9942
cdibhigher,0.01,10,1,59,-0.5234066564299844,4.379769504547119,0.4988,0.9932888888888889
cdibhigher,0.01,10,1,60,-0.5265681770411405,4.411631036376953,0.499,0.9936666666666667
cdibhigher,0.01,10,1,61,-0.529550266049125,4.437566540527344,0.4992,0.9937333333333334
cdibhigher,0.01,10,1,62,-0.5314571739283475,4.419023647308349,0.499,0.9934666666666667
cdibhigher,0.01,10,1,63,-0.5333640658378601,4.42632646560669,0.4976,0.9939777777777777
cdibhigher,0.01,10,1,64,-0.5367319334463639,4.43539734954834,0.4982,0.9934888888888889
cdibhigher,0.01,10,1,65,-0.5390261888590726,4.4573431388854985,0.5,0.9936888888888888
cdibhigher,0.01,10,1,66,-0.5408354801177978,4.426498608398438,0.4986,0.9944888888888889
cdibhigher,0.01,10,1,67,-0.5427891644304449,4.45207794342041,0.4982,0.9937333333333334
cdibhigher,0.01,10,1,68,-0.544649957336079,4.483847919464111,0.4986,0.9940444444444444
cdibhigher,0.01,10,1,69,-0.5463201769482006,4.484856645202637,0.4974,0.9940444444444444
cdibhigher,0.01,10,1,70,-0.5495573433529247,4.505181636810303,0.498,0.9943555555555555
cdibhigher,0.01,10,1,71,-0.5525880442706022,4.515340033721924,0.497,0.9947555555555555
cdibhigher,0.01,10,1,72,-0.5518781938292764,4.514014852142334,0.4972,0.9940888888888889
cdibhigher,0.01,10,1,73,-0.5561133590871637,4.5552793281555175,0.4976,0.9938444444444444
cdibhigher,0.01,10,1,74,-0.5566086080507798,4.534556014251709,0.497,0.9943111111111111
cdibhigher,0.01,10,1,75,-0.5575544347676363,4.5409700927734375,0.4962,0.9934222222222222
cdibhigher,0.01,10,1,76,-0.5604587355700407,4.552203017425537,0.499,0.9940222222222223
cdibhigher,0.01,10,1,77,-0.5614060250889171,4.554438220214844,0.4968,0.9943111111111111
cdibhigher,0.01,10,1,78,-0.5619440656488592,4.5598328125,0.4964,0.9937333333333334
cdibhigher,0.01,10,1,79,-0.5669962624983355,4.588751442718506,0.4932,0.994
cdibhigher,0.01,10,1,80,-0.5668233767509461,4.58604527053833,0.4954,0.9939777777777777
cdibhigher,0.01,10,1,81,-0.5684201756997542,4.6201195205688474,0.4972,0.9938222222222223
cdibhigher,0.01,10,1,82,-0.5698011802109805,4.599319368743896,0.4964,0.9942444444444445
cdibhigher,0.01,10,1,83,-0.5694965112686157,4.639553401184082,0.4978,0.9940666666666667
cdibhigher,0.01,10,1,84,-0.572591001363234,4.6302055030822755,0.4966,0.9941777777777778
cdibhigher,0.01,10,1,85,-0.5744496060198003,4.595062958526611,0.4986,0.9940222222222223
cdibhigher,0.01,10,1,86,-0.5744433013309131,4.639895685577392,0.4966,0.9942888888888889
cdibhigher,0.01,10,1,87,-0.5774150299419056,4.675389717864991,0.496,0.9941777777777778
cdibhigher,0.01,10,1,88,-0.5780090140689503,4.658819720458984,0.4966,0.9942444444444445
cdibhigher,0.01,10,1,89,-0.579897827018391,4.673388652038574,0.4972,0.9939333333333333
cdibhigher,0.01,10,1,90,-0.580629284061085,4.668700794219971,0.497,0.9940666666666667
cdibhigher,0.01,10,1,91,-0.5834201180458068,4.6895825546264645,0.4952,0.9944
cdibhigher,0.01,10,1,92,-0.5832784469517794,4.666662622070312,0.4964,0.9942
cdibhigher,0.01,10,1,93,-0.5847738863424822,4.687912529754638,0.4958,0.9945111111111111
cdibhigher,0.01,10,1,94,-0.5851733129891482,4.682018623352051,0.4954,0.9942
cdibhigher,0.01,10,1,95,-0.5852647236563943,4.68930479888916,0.4958,0.9943555555555555
cdibhigher,0.01,10,1,96,-0.5872868427970193,4.690302333831787,0.4948,0.9941333333333333
cdibhigher,0.01,10,1,97,-0.5877728357921947,4.659536114501953,0.4946,0.9942222222222222
cdibhigher,0.01,10,1,98,-0.5890582057259299,4.701562670898437,0.4974,0.9942444444444445
cdibhigher,0.01,10,1,99,-0.5908401007565585,4.70763401184082,0.4944,0.9946222222222222
cdibhigher,0.01,10,1,100,-0.5906304507082158,4.722822866821289,0.4954,0.9936444444444444
cdibhigher,0.01,10,1,101,-0.5924014787847346,4.723066806030274,0.495,0.9944222222222222
cdibhigher,0.01,10,1,102,-0.5924777562835,4.772518954467773,0.4956,0.9940222222222223
cdibhigher,0.01,10,1,103,-0.5945199808901006,4.7531013671875,0.495,0.9942444444444445
cdibhigher,0.01,10,1,104,-0.5954716611168601,4.737691105651855,0.4956,0.9941777777777778
cdibhigher,0.01,10,1,105,-0.594312533530322,4.762174614715576,0.4934,0.9945555555555555
cdibhigher,0.01,10,1,106,-0.5964601825800809,4.7117003784179685,0.4972,0.9943111111111111
cdibhigher,0.01,10,1,107,-0.5961608966220509,4.737526203155517,0.494,0.9937777777777778
cdibhigher,0.01,10,1,108,-0.599870669555664,4.767555541992188,0.4936,0.9944888888888889
cdibhigher,0.01,10,1,109,-0.5992377055168152,4.768332611083984,0.4946,0.9938222222222223
cdibhigher,0.01,10,1,110,-0.6016718466021798,4.773963702392578,0.4932,0.9948444444444444
cdibhigher,0.01,10,1,111,-0.5995663985339078,4.752509270477295,0.4944,0.9945777777777778
cdibhigher,0.01,10,1,112,-0.6008336281256242,4.7597161979675295,0.495,0.9944888888888889
cdibhigher,0.01,10,1,113,-0.6028931035735391,4.768019371032715,0.4944,0.9942
cdibhigher,0.01,10,1,114,-0.6027924771308899,4.788794918823243,0.495,0.9943333333333333
cdibhigher,0.01,10,1,115,-0.6042442084919323,4.788460331726074,0.4954,0.9946666666666667
cdibhigher,0.01,10,1,116,-0.604352197378332,4.784748962402344,0.4944,0.9942
cdibhigher,0.01,10,1,117,-0.6039915724710985,4.783874178314209,0.4936,0.9945111111111111
cdibhigher,0.01,10,1,118,-0.6037087378501892,4.786437731933594,0.4948,0.9941555555555556
cdibhigher,0.01,10,1,119,-0.6066412214279174,4.775028123474121,0.4938,0.9941333333333333
cdibhigher,0.01,10,1,120,-0.6067350429708307,4.783419960784912,0.494,0.9944222222222222
cdibhigher,0.01,10,1,121,-0.608694674465873,4.80959723815918,0.4936,0.9944888888888889
cdibhigher,0.01,10,1,122,-0.6075473541173068,4.7879785064697264,0.496,0.9944888888888889
cdibhigher,0.01,10,1,123,-0.607019650736722,4.800294699096679,0.4952,0.9946222222222222
cdibhigher,0.01,10,1,124,-0.6073961007811807,4.776926569366455,0.4938,0.9936888888888888
cdibhigher,0.01,10,1,125,-0.6087086838288741,4.802947221374512,0.4946,0.9940666666666667
cdibhigher,0.01,10,1,126,-0.6096792553641579,4.778492413330078,0.4946,0.9943777777777778
cdibhigher,0.01,10,1,127,-0.609532331570712,4.786968949127197,0.4944,0.9943555555555555
cdibhigher,0.01,10,1,128,-0.608738025006381,4.813250782775879,0.494,0.9942444444444445
cdibhigher,0.01,10,1,129,-0.6102555782751603,4.814832064056397,0.4956,0.9942888888888889
cdibhigher,0.01,10,1,130,-0.611941521540555,4.834235699462891,0.4932,0.9945777777777778
cdibhigher,0.01,10,1,131,-0.6109122607317837,4.828625931549072,0.4934,0.9938888888888889
cdibhigher,0.01,10,1,132,-0.612486391102184,4.811149989318848,0.4944,0.9942666666666666
cdibhigher,0.01,10,1,133,-0.6128983608115803,4.8117293296813965,0.4952,0.9941777777777778
cdibhigher,0.01,10,1,134,-0.6116250618414445,4.828484383392334,0.4942,0.9946666666666667
cdibhigher,0.01,10,1,135,-0.614127798834714,4.826718136596679,0.4926,0.9950666666666667
cdibhigher,0.01,10,1,136,-0.6152382821256465,4.8153988555908205,0.4946,0.9948
cdibhigher,0.01,10,1,137,-0.6152521570985967,4.838161946105957,0.4922,0.9946444444444444
cdibhigher,0.01,10,1,138,-0.6146801455367695,4.840568664550781,0.4934,0.9946888888888888
cdibhigher,0.01,10,1,139,-0.6168693832830949,4.841347624206543,0.493,0.9942888888888889
cdibhigher,0.01,10,1,140,-0.6155474803751165,4.826101031494141,0.4936,0.9952444444444445
cdibhigher,0.01,10,1,141,-0.6158576698650013,4.880926586151123,0.4918,0.9941555555555556
cdibhigher,0.01,10,1,142,-0.6154328368707137,4.832874015045166,0.4952,0.9937777777777778
cdibhigher,0.01,10,1,143,-0.6150382412043485,4.839031464385986,0.4924,0.9940666666666667
cdibhigher,0.01,10,1,144,-0.6173404313000765,4.839651873779297,0.494,0.9944444444444445
cdibhigher,0.01,10,1,145,-0.6170935689319264,4.872293572998047,0.4922,0.9943111111111111
cdibhigher,0.01,10,1,146,-0.6161551796826449,4.85879100112915,0.4932,0.9945333333333334
cdibhigher,0.01,10,1,147,-0.6179282230160453,4.842541619873047,0.493,0.9949555555555556
cdibhigher,0.01,10,1,148,-0.6167577891176397,4.851515098571777,0.4938,0.9945333333333334
cdibhigher,0.01,10,1,149,-0.617019223317233,4.844730014038086,0.4932,0.9945333333333334
cdibhigher,0.01,10,1,150,-0.6182442490837791,4.846844687652588,0.4918,0.9942888888888889
cdibhigher,0.01,10,1,151,-0.6191117756236684,4.862807570648194,0.4932,0.9940888888888889
cdibhigher,0.01,10,1,152,-0.6202962231029163,4.86118659286499,0.4952,0.9939111111111111
cdibhigher,0.01,10,1,153,-0.619636621206457,4.850665229034424,0.4928,0.9942888888888889
cdibhigher,0.01,10,1,154,-0.6190237996881658,4.870763634490967,0.4944,0.9944888888888889
cdibhigher,0.01,10,1,155,-0.6201963392474434,4.825555312347412,0.4948,0.9943333333333333
cdibhigher,0.01,10,1,156,-0.6184555660161105,4.8528474403381345,0.493,0.9947333333333334
cdibhigher,0.01,10,1,157,-0.6212785943984985,4.872771927642822,0.494,0.9943555555555555
cdibhigher,0.01,10,1,158,-0.6189142269828103,4.851198625946045,0.4952,0.9946888888888888
cdibhigher,0.01,10,1,159,-0.6213022622368553,4.852140096282959,0.4928,0.9942444444444445
cdibhigher,0.01,10,1,160,-0.6207317118991506,4.859775003814697,0.4928,0.9945555555555555
cdibhigher,0.01,10,1,161,-0.6204136448860168,4.855202494812012,0.4928,0.9940666666666667
cdibhigher,0.01,10,1,162,-0.6216669317072088,4.865075057983399,0.4932,0.9940888888888889
cdibhigher,0.01,10,1,163,-0.6212696517337453,4.838896495819092,0.4948,0.9946
cdibhigher,0.01,10,1,164,-0.620478762401234,4.890651747894287,0.4916,0.9936222222222222
cdibhigher,0.01,10,1,165,-0.6234800247625871,4.856461673736573,0.4928,0.9941555555555556
cdibhigher,0.01,10,1,166,-0.6212978091586719,4.861773984527588,0.4922,0.9940666666666667
cdibhigher,0.01,10,1,167,-0.6224292524684559,4.893942783355713,0.492,0.9938666666666667
cdibhigher,0.01,10,1,168,-0.6233370266047391,4.85671753616333,0.4932,0.9943111111111111
cdibhigher,0.01,10,1,169,-0.6228080560510809,4.873724831390381,0.4938,0.9942888888888889
cdibhigher,0.01,10,1,170,-0.6228385117877614,4.866889971160889,0.495,0.9942666666666666
cdibhigher,0.01,10,1,171,-0.6239540109200911,4.866020048522949,0.4932,0.9943555555555555
cdibhigher,0.01,10,1,172,-0.6230103766007857,4.871165445709228,0.4928,0.9945555555555555
cdibhigher,0.01,10,1,173,-0.6246355608766729,4.870712900543213,0.4934,0.9939777777777777
cdibhigher,0.01,10,1,174,-0.6255467043096369,4.868678491973877,0.494,0.9946222222222222
cdibhigher,0.01,10,1,175,-0.6241117015058344,4.8971258644104,0.495,0.9944888888888889
cdibhigher,0.01,10,1,176,-0.6239285294966265,4.880752889251709,0.4926,0.9944444444444445
cdibhigher,0.01,10,1,177,-0.6231024364037947,4.8842764045715334,0.4928,0.9946444444444444
cdibhigher,0.01,10,1,178,-0.6241015173868699,4.875514151000977,0.4924,0.9943333333333333
cdibhigher,0.01,10,1,179,-0.6248602517344735,4.856003373718262,0.4906,0.9947333333333334
cdibhigher,0.01,10,1,180,-0.6248966529065912,4.885729798889161,0.4928,0.9946888888888888
cdibhigher,0.01,10,1,181,-0.6238531256849116,4.886272456359864,0.4942,0.9946444444444444
cdibhigher,0.01,10,1,182,-0.6248429809960452,4.8589863670349125,0.4936,0.9946
cdibhigher,0.01,10,1,183,-0.6258027868964455,4.851078645324707,0.4934,0.9944222222222222
cdibhigher,0.01,10,1,184,-0.625350899626992,4.885397905731201,0.4924,0.9947333333333334
cdibhigher,0.01,10,1,185,-0.6270768804073333,4.868134271240234,0.4948,0.9944444444444445
cdibhigher,0.01,10,1,186,-0.6255941626635465,4.891405434417725,0.494,0.9946222222222222
cdibhigher,0.01,10,1,187,-0.6242211742574518,4.892843074798584,0.4934,0.9943111111111111
cdibhigher,0.01,10,1,188,-0.6245745956767689,4.876205110168457,0.4922,0.9943111111111111
cdibhigher,0.01,10,1,189,-0.6255696357727051,4.8923644355773925,0.4936,0.9941777777777778
cdibhigher,0.01,10,1,190,-0.6268994097839702,4.867549717712403,0.4922,0.9947333333333334
cdibhigher,0.01,10,1,191,-0.6250541109258478,4.857160308837891,0.4934,0.9949333333333333
cdibhigher,0.01,10,1,192,-0.6264699733300643,4.884611105346679,0.493,0.9942666666666666
cdibhigher,0.01,10,1,193,-0.62475465074019,4.8753213157653805,0.4936,0.9943111111111111
cdibhigher,0.01,10,1,194,-0.6256539419477636,4.871440370941162,0.4928,0.9944222222222222
cdibhigher,0.01,10,1,195,-0.6252967177391052,4.841890599060059,0.4926,0.9944888888888889
cdibhigher,0.01,10,1,196,-0.6264446155894886,4.882616495513916,0.4912,0.9938444444444444
cdibhigher,0.01,10,1,197,-0.6268106381329623,4.903525370025635,0.4934,0.9940444444444444
cdibhigher,0.01,10,1,198,-0.627165672935139,4.861227836608887,0.494,0.9945333333333334
cdibhigher,0.01,10,1,199,-0.6268253685301001,4.915682288360595,0.4916,0.9947777777777778
cdibhigher,0.01,10,2,0,1.1870065995042973,1.6304660646438598,0.4362,0.4266
cdibhigher,0.01,10,2,1,0.5992187738982114,1.5549421854019165,0.486,0.7161333333333333
cdibhigher,0.01,10,2,2,0.3777344880884344,1.5821621669769288,0.493,0.8089555555555555
cdibhigher,0.01,10,2,3,0.2569452563112432,1.63422291431427,0.4992,0.8516
cdibhigher,0.01,10,2,4,0.17843150013576856,1.7088701694488526,0.501,0.8767333333333334
cdibhigher,0.01,10,2,5,0.12289531355771151,1.7868815982818604,0.498,0.8924222222222222
cdibhigher,0.01,10,2,6,0.080199837864529,1.8638154691696167,0.502,0.904
cdibhigher,0.01,10,2,7,0.04722181978659196,1.9223214431762696,0.5006,0.9098444444444445
cdibhigher,0.01,10,2,8,0.01837101940024983,1.999511908531189,0.4992,0.9161777777777778
cdibhigher,0.01,10,2,9,-0.004506478652087125,2.0576367515563967,0.501,0.9207777777777778
cdibhigher,0.01,10,2,10,-0.024386729656566273,2.127639533996582,0.5028,0.9237555555555556
cdibhigher,0.01,10,2,11,-0.044191796440427956,2.1892377807617187,0.5014,0.9286222222222222
cdibhigher,0.01,10,2,12,-0.060672097742557524,2.2566685718536377,0.5006,0.9314222222222223
cdibhigher,0.01,10,2,13,-0.07450254662362012,2.3124756706237792,0.5006,0.9340888888888889
cdibhigher,0.01,10,2,14,-0.08885337489084764,2.381115830230713,0.4978,0.9358444444444445
cdibhigher,0.01,10,2,15,-0.10131483684669841,2.4299171062469482,0.5008,0.9379111111111111
cdibhigher,0.01,10,2,16,-0.11346362175182863,2.4801930809020996,0.4994,0.9387333333333333
cdibhigher,0.01,10,2,17,-0.12266212875626303,2.531169816970825,0.499,0.9399777777777778
cdibhigher,0.01,10,2,18,-0.13441643794666638,2.5759334800720213,0.4982,0.9418444444444445
cdibhigher,0.01,10,2,19,-0.14431242607940328,2.6160742107391357,0.4988,0.9436444444444444
cdibhigher,0.01,10,2,20,-0.15314396277991207,2.666765819168091,0.5002,0.9444666666666667
cdibhigher,0.01,10,2,21,-0.16121159819689665,2.7065606456756592,0.4988,0.9453555555555555
cdibhigher,0.01,10,2,22,-0.17008424644036726,2.7508260051727293,0.4984,0.9466444444444444
cdibhigher,0.01,10,2,23,-0.17600847718173807,2.794030945587158,0.4984,0.9473555555555555
cdibhigher,0.01,10,2,24,-0.1841759990128604,2.8353668018341063,0.4952,0.9477111111111111
cdibhigher,0.01,10,2,25,-0.19079710562987762,2.8679274269104003,0.4984,0.9481777777777778
cdibhigher,0.01,10,2,26,-0.19881522471254523,2.923578081512451,0.4976,0.9498
cdibhigher,0.01,10,2,27,-0.20529915331493725,2.9363868492126466,0.497,0.9501111111111111
cdibhigher,0.01,10,2,28,-0.2109232210527767,2.977900910949707,0.4982,0.9509111111111112
cdibhigher,0.01,10,2,29,-0.21575608917799863,3.0157873546600342,0.4946,0.9509777777777778
cdibhigher,0.01,10,2,30,-0.22193141958930276,3.023917119216919,0.4954,0.9519555555555556
cdibhigher,0.01,10,2,31,-0.22731936402320863,3.0565427921295165,0.495,0.9525111111111111
cdibhigher,0.01,10,2,32,-0.2322811473044482,3.0827499073028566,0.4946,0.9533777777777778
cdibhigher,0.01,10,2,33,-0.23769230728582902,3.129419885253906,0.494,0.9537111111111111
cdibhigher,0.01,10,2,34,-0.243961103664745,3.141254276275635,0.4976,0.9547333333333333
cdibhigher,0.01,10,2,35,-0.246944805225459,3.15811944770813,0.494,0.9544666666666667
cdibhigher,0.01,10,2,36,-0.2527799168369987,3.1937252574920656,0.4942,0.9545333333333333
cdibhigher,0.01,10,2,37,-0.256788793927973,3.2056283382415773,0.4932,0.9549555555555556
cdibhigher,0.01,10,2,38,-0.2605151863618331,3.233738772201538,0.4934,0.9553777777777778
cdibhigher,0.01,10,2,39,-0.26446003007455304,3.2757411449432374,0.4936,0.9563777777777778
cdibhigher,0.01,10,2,40,-0.26885416656190697,3.2941797771453856,0.4938,0.9558
cdibhigher,0.01,10,2,41,-0.27308205781633205,3.299221786117554,0.4934,0.9575777777777777
cdibhigher,0.01,10,2,42,-0.27677335786819457,3.3215837089538574,0.493,0.9557555555555556
cdibhigher,0.01,10,2,43,-0.2798401984214783,3.337995735168457,0.4934,0.9573333333333334
cdibhigher,0.01,10,2,44,-0.2834777063835751,3.343809157562256,0.4928,0.9569777777777778
cdibhigher,0.01,10,2,45,-0.2852486135526137,3.3653938316345213,0.4934,0.9565111111111111
cdibhigher,0.01,10,2,46,-0.2903995347434824,3.372277239227295,0.4932,0.9578888888888889
cdibhigher,0.01,10,2,47,-0.2932927383032712,3.4074769577026367,0.492,0.9578222222222222
cdibhigher,0.01,10,2,48,-0.29601927506273445,3.415605353164673,0.4936,0.9586
cdibhigher,0.01,10,2,49,-0.29781724533384496,3.4616337093353273,0.4944,0.9578666666666666
cdibhigher,0.01,10,2,50,-0.30096110636537726,3.44363533744812,0.4942,0.9582444444444445
cdibhigher,0.01,10,2,51,-0.3042093635710803,3.4746851345062257,0.4926,0.9595555555555556
cdibhigher,0.01,10,2,52,-0.3066973918828097,3.490671003341675,0.4918,0.9590666666666666
